run	exec	crash		total:	278
0	30	1
1	30	2
2	69	2
3	69	2
4	69	2
5	69	2
6	121	2
7	121	2
8	121	2
9	155	2
10	155	2
11	155	2
12	155	2
13	165	2
14	165	2
15	177	2
16	177	2
17	177	2
18	177	2
19	177	2
20	177	2
21	177	2
22	177	2
23	177	2
24	177	2
25	177	2
26	177	2
27	177	2
28	177	2
29	177	2
30	177	2
31	177	2
32	177	2
33	177	2
34	177	2
35	177	2
36	177	2
37	177	2
38	177	3
39	177	4
40	177	4
41	177	4
42	177	4
43	177	4
44	177	4
45	177	4
46	177	4
47	177	4
48	177	4
49	177	4
50	177	4
51	177	4
52	177	5
53	177	6
54	177	7
55	177	7
56	177	7
57	177	7
58	177	7
59	177	7
60	177	7
61	177	7
62	177	7
63	177	7
64	177	7
65	177	7
66	177	7
67	177	7
68	177	7
69	177	7
70	177	7
71	177	7
72	177	7
73	177	7
74	177	7
75	177	7
76	177	7
77	177	7
78	177	7
79	177	8
80	177	9
81	177	9
82	177	9
83	177	9
84	177	9
85	177	9
86	177	9
87	177	9
88	177	9
89	177	10
90	177	11
91	177	12
92	177	12
93	177	12
94	177	12
95	188	12
96	188	12
97	188	12
98	188	12
99	188	12
100	188	12
101	188	12
102	188	12
103	188	12
104	188	12
105	188	12
106	188	12
107	188	12
108	188	12
109	188	12
110	188	12
111	188	12
112	188	12
113	188	12
114	188	12
115	188	13
116	188	14
117	188	15
118	188	15
119	188	15
120	188	15
121	188	15
122	188	15
123	188	15
124	188	15
125	188	15
126	188	15
127	188	15
128	188	15
129	188	16
130	188	17
131	188	17
132	188	17
133	188	17
134	188	17
135	188	17
136	188	17
137	188	17
138	188	18
139	188	19
140	188	20
141	188	21
142	188	21
143	188	21
144	188	21
145	188	21
146	188	21
147	188	21
148	188	21
149	188	21
150	188	22
151	188	23
152	188	23
153	188	23
154	188	23
155	188	23
156	188	23
157	188	23
158	188	23
159	188	23
160	188	23
161	188	23
162	188	23
163	188	23
164	188	23
165	188	23
166	188	23
167	188	23
168	188	23
169	188	23
170	188	23
171	188	23
172	188	23
173	188	23
174	188	23
175	188	23
176	188	23
177	188	23
178	188	23
179	188	23
180	188	23
181	188	23
182	188	23
183	188	23
184	188	23
185	188	23
186	188	23
187	188	23
188	188	23
189	188	23
190	188	23
191	188	23
192	188	23
193	188	23
194	188	23
195	188	23
196	188	23
197	188	23
198	188	23
199	188	23
200	188	23
201	188	23
202	188	23
203	188	23
204	188	23
205	188	23
206	188	24
207	188	25
208	188	25
209	188	25
210	188	25
211	188	25
212	188	25
213	188	25
214	188	25
215	188	25
216	188	26
